Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
1.127.1 < 6 months,1,248,"Risk Ratio (IV, Fixed, 95% CI)","0.72 [0.31, 1.69]",Dose reduction versus dose maintenance,1,0.72,0.31,1.69,1,127,,< 6 months
1.127.2 < 1 year,1,397,"Risk Ratio (IV, Fixed, 95% CI)","1.35 [0.49, 3.72]",Dose reduction versus dose maintenance,1,1.35,0.49,3.72,1,127,,< 1 year
1.128 Adverse effects ‐ mean change prolactin levels (ng/mL) Show forest plot,4,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,128,,Adverse effects ‐ mean change prolactin levels (ng/mL) Show forest plot
1.128.1 < 6 months,1,466,"Mean Difference (IV, Random, 95% CI)","‐5.74 [‐8.95, ‐2.53]",Dose reduction versus dose maintenance,1,-5.74,-8.95,-2.53,1,128,,< 6 months
1.128.2 < 1 year,3,312,"Mean Difference (IV, Random, 95% CI)","‐0.24 [‐1.48, 1.00]",Dose reduction versus dose maintenance,1,-0.24,-1.48,1.0,1,128,,< 1 year
1.129 Adverse effects ‐ specific: number of participants (women) with amenorrhoea Show forest plot,1,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,129,,Adverse effects ‐ specific: number of participants (women) with amenorrhoea Show forest plot
1.129.1 < 3 months,1,8,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,129,,< 3 months
1.129.2 < 6 months,1,8,"Risk Ratio (IV, Random, 95% CI)","2.00 [0.11, 37.83]",Dose reduction versus dose maintenance,1,2.0,0.11,37.83,1,129,,< 6 months
1.130 Adverse effects ‐ specific: number of participants (men) with erectile dysfunction Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,130,,Adverse effects ‐ specific: number of participants (men) with erectile dysfunction Show forest plot
1.130.1 < 3 months,1,12,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,130,,< 3 months
1.130.2 < 6 months,2,317,"Risk Ratio (IV, Random, 95% CI)","4.32 [0.48, 38.83]",Dose reduction versus dose maintenance,1,4.32,0.48,38.83,1,130,,< 6 months
1.131 Adverse effects ‐ specific: number of participants with libido decreased Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,131,,Adverse effects ‐ specific: number of participants with libido decreased Show forest plot
1.131.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","0.55 [0.11, 2.59]",Dose reduction versus dose maintenance,1,0.55,0.11,2.59,1,131,,< 3 months
1.131.2 < 6 months,2,486,"Risk Ratio (IV, Random, 95% CI)","0.37 [0.06, 2.11]",Dose reduction versus dose maintenance,1,0.37,0.06,2.11,1,131,,< 6 months
1.132 Adverse effects ‐ specific: number of participants with libido increased Show forest plot,1,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,132,,Adverse effects ‐ specific: number of participants with libido increased Show forest plot
1.132.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,132,,< 3 months
1.132.2 < 6 months,1,20,"Risk Ratio (IV, Random, 95% CI)","2.50 [0.11, 54.87]",Dose reduction versus dose maintenance,1,2.5,0.11,54.87,1,132,,< 6 months
1.133 Adverse effects ‐ specific: number of participants with sedation Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,133,,Adverse effects ‐ specific: number of participants with sedation Show forest plot
1.133.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","0.82 [0.14, 4.71]",Dose reduction versus dose maintenance,1,0.82,0.14,4.71,1,133,,< 3 months
1.133.2 < 6 months,2,486,"Risk Ratio (IV, Random, 95% CI)","2.34 [0.56, 9.70]",Dose reduction versus dose maintenance,1,2.34,0.56,9.7,1,133,,< 6 months
1.134 Adverse effects ‐ specific: number of participants with insomnia (combined time points) Show forest plot,3,883,"Risk Ratio (IV, Random, 95% CI)","1.60 [0.55, 4.67]",Dose reduction versus dose maintenance,1,1.6,0.55,4.67,1,134,,Adverse effects ‐ specific: number of participants with insomnia (combined time points) Show forest plot
1.135 Adverse effects ‐ specific: number of participants with insomnia (separated time points) Show forest plot,3,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,135,,Adverse effects ‐ specific: number of participants with insomnia (separated time points) Show forest plot
1.135.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","0.41 [0.10, 1.75]",Dose reduction versus dose maintenance,1,0.41,0.1,1.75,1,135,,< 3 months
1.135.2 < 6 months,2,486,"Risk Ratio (IV, Random, 95% CI)","2.20 [0.52, 9.25]",Dose reduction versus dose maintenance,1,2.2,0.52,9.25,1,135,,< 6 months
1.135.3 < 1 year,1,397,"Risk Ratio (IV, Random, 95% CI)","0.99 [0.59, 1.67]",Dose reduction versus dose maintenance,1,0.99,0.59,1.67,1,135,,< 1 year
1.136 Adverse effects ‐ specific: number of participants with epileptic seizures Show forest plot,1,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,136,,Adverse effects ‐ specific: number of participants with epileptic seizures Show forest plot
1.136.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,136,,< 3 months
1.136.2 < 6 months,1,20,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,136,,< 6 months
1.137 Adverse effects ‐ mean change CGI‐SS (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,137,,Adverse effects ‐ mean change CGI‐SS (high = poor) Show forest plot
1.137.1 < 1 year,1,397,"Mean Difference (IV, Random, 95% CI)","0.05 [‐0.01, 0.11]",Dose reduction versus dose maintenance,1,0.05,-0.01,0.11,1,137,,< 1 year
1.138 Adverse effects ‐ mean change CSSRS (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,138,,Adverse effects ‐ mean change CSSRS (high = poor) Show forest plot
1.138.1 < 1 year,1,109,"Mean Difference (IV, Random, 95% CI)","‐0.10 [‐0.39, 0.19]",Dose reduction versus dose maintenance,1,-0.1,-0.39,0.19,1,138,,< 1 year
1.139 Adverse effects ‐ specific: number of participants with blurred vision Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,139,,Adverse effects ‐ specific: number of participants with blurred vision Show forest plot
1.139.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","2.50 [0.11, 54.87]",Dose reduction versus dose maintenance,1,2.5,0.11,54.87,1,139,,< 3 months
1.139.2 < 6 months,2,486,"Risk Ratio (IV, Random, 95% CI)","0.28 [0.01, 6.10]",Dose reduction versus dose maintenance,1,0.28,0.01,6.1,1,139,,< 6 months
1.140 Adverse effects ‐ specific: number of participants with constipation Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,140,,Adverse effects ‐ specific: number of participants with constipation Show forest plot
1.140.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","0.55 [0.11, 2.59]",Dose reduction versus dose maintenance,1,0.55,0.11,2.59,1,140,,< 3 months
1.140.2 < 6 months,2,486,"Risk Ratio (IV, Random, 95% CI)","0.35 [0.04, 3.07]",Dose reduction versus dose maintenance,1,0.35,0.04,3.07,1,140,,< 6 months
1.141 Adverse effects ‐ specific: number of participants with dry mouth Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,141,,Adverse effects ‐ specific: number of participants with dry mouth Show forest plot
1.141.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","4.17 [0.23, 77.11]",Dose reduction versus dose maintenance,1,4.17,0.23,77.11,1,141,,< 3 months
1.141.2 < 6 months,2,486,"Risk Ratio (IV, Random, 95% CI)","1.75 [0.36, 8.42]",Dose reduction versus dose maintenance,1,1.75,0.36,8.42,1,141,,< 6 months
1.142 Adverse effects ‐ specific: number of participants with hypersalivation Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,142,,Adverse effects ‐ specific: number of participants with hypersalivation Show forest plot
1.142.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","0.17 [0.01, 3.08]",Dose reduction versus dose maintenance,1,0.17,0.01,3.08,1,142,,< 3 months
1.142.2 < 6 months,2,486,"Risk Ratio (IV, Random, 95% CI)","0.99 [0.03, 36.96]",Dose reduction versus dose maintenance,1,0.99,0.03,36.96,1,142,,< 6 months
1.143 Adverse effects ‐ specific: number of participants with urinary retention Show forest plot,1,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,143,,Adverse effects ‐ specific: number of participants with urinary retention Show forest plot
1.143.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","0.17 [0.01, 3.08]",Dose reduction versus dose maintenance,1,0.17,0.01,3.08,1,143,,< 3 months
1.143.2 < 6 months,1,20,"Risk Ratio (IV, Random, 95% CI)","0.17 [0.01, 3.08]",Dose reduction versus dose maintenance,1,0.17,0.01,3.08,1,143,,< 6 months
1.144 Adverse effects ‐ specific: number of participants with leukopenia Show forest plot,1,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,144,,Adverse effects ‐ specific: number of participants with leukopenia Show forest plot
1.144.1 < 6 months,1,466,"Risk Ratio (IV, Random, 95% CI)","6.68 [0.27, 163.06]",Dose reduction versus dose maintenance,1,6.68,0.27,163.06,1,144,,< 6 months
1.145 Adverse effects ‐ specific: number of participants with neutropenia Show forest plot,1,466,"Risk Ratio (M‐H, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,145,,Adverse effects ‐ specific: number of participants with neutropenia Show forest plot
1.145.1 < 6 months,1,466,"Risk Ratio (M‐H, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,145,,< 6 months
1.146 Adverse effects ‐ specific: number of participants with thrombosis Show forest plot,1,,"Risk Ratio (M‐H, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,146,,Adverse effects ‐ specific: number of participants with thrombosis Show forest plot
1.146.1 < 6 months,1,466,"Risk Ratio (M‐H, Random, 95% CI)","0.74 [0.03, 18.12]",Dose reduction versus dose maintenance,1,0.74,0.03,18.12,1,146,,< 6 months
1.147 Adverse effect ‐ mortality: overall mortality (combined time points) Show forest plot,5,941,"Risk Ratio (IV, Random, 95% CI)","2.69 [0.48, 15.05]",Dose reduction versus dose maintenance,1,2.69,0.48,15.05,1,147,,Adverse effect ‐ mortality: overall mortality (combined time points) Show forest plot
1.148 Adverse effect ‐ mortality: overall mortality (separated time points) Show forest plot,5,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,148,,Adverse effect ‐ mortality: overall mortality (separated time points) Show forest plot
1.148.1 < 3 months,3,509,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,148,,< 3 months
1.148.2 < 6 months,3,509,"Risk Ratio (IV, Random, 95% CI)","3.25 [0.15, 72.36]",Dose reduction versus dose maintenance,1,3.25,0.15,72.36,1,148,,< 6 months
1.148.3 < 1 year,2,432,"Risk Ratio (IV, Random, 95% CI)","2.47 [0.31, 19.61]",Dose reduction versus dose maintenance,1,2.47,0.31,19.61,1,148,,< 1 year
1.149 Adverse effect ‐ mortality: mortality due to natural causes (combined time points) Show forest plot,4,906,"Risk Ratio (IV, Random, 95% CI)","1.51 [0.16, 14.02]",Dose reduction versus dose maintenance,1,1.51,0.16,14.02,1,149,,Adverse effect ‐ mortality: mortality due to natural causes (combined time points) Show forest plot
1.150 Adverse effect ‐ mortality: mortality due to natural causes (separated time points) Show forest plot,4,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,150,,Adverse effect ‐ mortality: mortality due to natural causes (separated time points) Show forest plot
1.150.1 < 3 months,3,509,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,150,,< 3 months
1.150.2 < 6 months,3,509,"Risk Ratio (IV, Random, 95% CI)","3.25 [0.15, 72.36]",Dose reduction versus dose maintenance,1,3.25,0.15,72.36,1,150,,< 6 months
1.150.3 < 1 year,1,397,"Risk Ratio (IV, Random, 95% CI)","0.67 [0.03, 16.44]",Dose reduction versus dose maintenance,1,0.67,0.03,16.44,1,150,,< 1 year
1.151 Adverse effect ‐ mortality: mortality due to suicide Show forest plot,5,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,151,,Adverse effect ‐ mortality: mortality due to suicide Show forest plot
1.151.1 < 3 months,4,606,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,151,,< 3 months
1.151.2 < 6 months,4,606,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,151,,< 6 months
1.151.3 < 1 year,1,397,"Risk Ratio (IV, Random, 95% CI)","6.07 [0.25, 147.95]",Dose reduction versus dose maintenance,1,6.07,0.25,147.95,1,151,,< 1 year
1.152 Cognition ‐ mean endpoint MCCB total (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,152,,Cognition ‐ mean endpoint MCCB total (high = poor) Show forest plot
1.152.1 < 3 months,1,75,"Mean Difference (IV, Random, 95% CI)","0.30 [‐5.26, 5.86]",Dose reduction versus dose maintenance,1,0.3,-5.26,5.86,1,152,,< 3 months
1.152.2 < 6 months,1,75,"Mean Difference (IV, Random, 95% CI)","‐6.00 [‐10.47, ‐1.53]",Dose reduction versus dose maintenance,1,-6.0,-10.47,-1.53,1,152,,< 6 months
1.152.3 < 1 year,1,75,"Mean Difference (IV, Random, 95% CI)","‐6.50 [‐11.44, ‐1.56]",Dose reduction versus dose maintenance,1,-6.5,-11.44,-1.56,1,152,,< 1 year
1.153 Cognition ‐ mean change RBANS (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,153,,Cognition ‐ mean change RBANS (high = poor) Show forest plot
1.153.1 < 1 year,1,61,"Mean Difference (IV, Random, 95% CI)","‐7.10 [‐10.90, ‐3.30]",Dose reduction versus dose maintenance,1,-7.1,-10.9,-3.3,1,153,,< 1 year
"1.154 Cognition ‐ mean endpoint/change overall cognition (MCCB, RBANS) (high = poor) (combined time points) Show forest plot",2,136,"Std. Mean Difference (IV, Random, 95% CI)","‐0.74 [‐1.08, ‐0.39]",Dose reduction versus dose maintenance,1,-0.74,-1.08,-0.39,1,154,,"Cognition ‐ mean endpoint/change overall cognition (MCCB, RBANS) (high = poor) (combined time points) Show forest plot"
1.154.1 < 1 year,2,136,"Std. Mean Difference (IV, Random, 95% CI)","‐0.74 [‐1.08, ‐0.39]",Dose reduction versus dose maintenance,1,-0.74,-1.08,-0.39,1,154,,< 1 year
"1.155 Cognition ‐ mean endpoint/change overall cognition (MCCB, RBANS) (high = poor) (separated time points) Show forest plot",2,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,155,,"Cognition ‐ mean endpoint/change overall cognition (MCCB, RBANS) (high = poor) (separated time points) Show forest plot"
1.155.1 < 3 months,1,75,"Mean Difference (IV, Random, 95% CI)","0.30 [‐5.26, 5.86]",Dose reduction versus dose maintenance,1,0.3,-5.26,5.86,1,155,,< 3 months
1.155.2 < 6 months,1,75,"Mean Difference (IV, Random, 95% CI)","‐6.00 [‐10.47, ‐1.53]",Dose reduction versus dose maintenance,1,-6.0,-10.47,-1.53,1,155,,< 6 months
1.155.3 < 1 year,2,136,"Mean Difference (IV, Random, 95% CI)","‐6.88 [‐9.89, ‐3.86]",Dose reduction versus dose maintenance,1,-6.88,-9.89,-3.86,1,155,,< 1 year
1.156 Medication – mean antipsychotic dose at endpoint (olanzapine equivalents mg/d) (combined time points) Show forest plot,15,,"Mean Difference (IV, Random, 95% CI)",Totals not selected,Dose reduction versus dose maintenance,1,,,,1,156,,Medication – mean antipsychotic dose at endpoint (olanzapine equivalents mg/d) (combined time points) Show forest plot
1.157 Medication – mean antipsychotic dose at endpoint (olanzapine equivalents mg/d) (separated time points) Show forest plot,17,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,157,,Medication – mean antipsychotic dose at endpoint (olanzapine equivalents mg/d) (separated time points) Show forest plot
1.157.1 Baseline,13,1490,"Mean Difference (IV, Random, 95% CI)","0.02 [‐0.37, 0.41]",Dose reduction versus dose maintenance,1,0.02,-0.37,0.41,1,157,,Baseline
1.157.2 < 3 months,4,213,"Mean Difference (IV, Random, 95% CI)","‐7.71 [‐13.53, ‐1.89]",Dose reduction versus dose maintenance,1,-7.71,-13.53,-1.89,1,157,,< 3 months
1.157.3 < 6 months,5,810,"Mean Difference (IV, Random, 95% CI)","‐10.79 [‐18.78, ‐2.81]",Dose reduction versus dose maintenance,1,-10.79,-18.78,-2.81,1,157,,< 6 months
1.157.4 < 1 year,10,1308,"Mean Difference (IV, Random, 95% CI)","‐8.72 [‐11.52, ‐5.92]",Dose reduction versus dose maintenance,1,-8.72,-11.52,-5.92,1,157,,< 1 year
1.157.5 > 1 year,2,229,"Mean Difference (IV, Random, 95% CI)","‐7.37 [‐18.72, 3.99]",Dose reduction versus dose maintenance,1,-7.37,-18.72,3.99,1,157,,> 1 year
2.1 Excluding studies at high risk of bias (Remington 2011 and Rouillon 2008 excluded) Show forest plot,7,1301,"Risk Ratio (IV, Random, 95% CI)","1.66 [0.81, 3.39]",Sensitivity analyses ‐ service use ‐ rehospitalisation,2,1.66,0.81,3.39,2,1,,Excluding studies at high risk of bias (Remington 2011 and Rouillon 2008 excluded) Show forest plot
2.1.1 Combined time points,7,1301,"Risk Ratio (IV, Random, 95% CI)","1.66 [0.81, 3.39]",Sensitivity analyses ‐ service use ‐ rehospitalisation,2,1.66,0.81,3.39,2,1,,Combined time points
2.2 Fixed‐effect Show forest plot,9,1433,"Risk Ratio (IV, Fixed, 95% CI)","1.46 [1.08, 1.98]",Sensitivity analyses ‐ service use ‐ rehospitalisation,2,1.46,1.08,1.98,2,2,,Fixed‐effect Show forest plot
2.2.1 Combined time points,9,1433,"Risk Ratio (IV, Fixed, 95% CI)","1.46 [1.08, 1.98]",Sensitivity analyses ‐ service use ‐ rehospitalisation,2,1.46,1.08,1.98,2,2,,Combined time points
3.1 Excluding studies at overall high risk of bias (Rouillon 2008 excluded) Show forest plot,9,1243,"Risk Ratio (IV, Random, 95% CI)","2.21 [1.38, 3.53]",Sensitivity analyses ‐ adverse effects ‐ leaving the study early due to adverse effects ‐ overall tolerability,3,2.21,1.38,3.53,3,1,,Excluding studies at overall high risk of bias (Rouillon 2008 excluded) Show forest plot
3.1.1 Combined time points,9,1243,"Risk Ratio (IV, Random, 95% CI)","2.21 [1.38, 3.53]",Sensitivity analyses ‐ adverse effects ‐ leaving the study early due to adverse effects ‐ overall tolerability,3,2.21,1.38,3.53,3,1,,Combined time points
3.2 Excluding studies that did not use operationalised criteria to diagnose schizophrenia (Volavka 2000 excluded) Show forest plot,9,1317,"Risk Ratio (IV, Random, 95% CI)","2.20 [1.37, 3.52]",Sensitivity analyses ‐ adverse effects ‐ leaving the study early due to adverse effects ‐ overall tolerability,3,2.2,1.37,3.52,3,2,,Excluding studies that did not use operationalised criteria to diagnose schizophrenia (Volavka 2000 excluded) Show forest plot
3.2.1 Combined time points,9,1317,"Risk Ratio (IV, Random, 95% CI)","2.20 [1.37, 3.52]",Sensitivity analyses ‐ adverse effects ‐ leaving the study early due to adverse effects ‐ overall tolerability,3,2.2,1.37,3.52,3,2,,Combined time points
3.3 Excluding studies conducted in mainland China (Zhou 2018 excluded) Show forest plot,9,1265,"Risk Ratio (IV, Random, 95% CI)","2.20 [1.39, 3.49]",Sensitivity analyses ‐ adverse effects ‐ leaving the study early due to adverse effects ‐ overall tolerability,3,2.2,1.39,3.49,3,3,,Excluding studies conducted in mainland China (Zhou 2018 excluded) Show forest plot
3.3.1 Combined time points,9,1265,"Risk Ratio (IV, Random, 95% CI)","2.20 [1.39, 3.49]",Sensitivity analyses ‐ adverse effects ‐ leaving the study early due to adverse effects ‐ overall tolerability,3,2.2,1.39,3.49,3,3,,Combined time points
3.4 Fixed‐effect Show forest plot,10,1340,"Risk Ratio (IV, Fixed, 95% CI)","2.20 [1.39, 3.49]",Sensitivity analyses ‐ adverse effects ‐ leaving the study early due to adverse effects ‐ overall tolerability,3,2.2,1.39,3.49,3,4,,Fixed‐effect Show forest plot
3.4.1 Combined time points,10,1340,"Risk Ratio (IV, Fixed, 95% CI)","2.20 [1.39, 3.49]",Sensitivity analyses ‐ adverse effects ‐ leaving the study early due to adverse effects ‐ overall tolerability,3,2.2,1.39,3.49,3,4,,Combined time points
4.1 Speed of dose reduction (abrupt vs gradual) Show forest plot,20,2481,"Risk Ratio (IV, Random, 95% CI)","2.16 [1.52, 3.06]",Subgroup analysis ‐ global state ‐ number of participants with relapse/exacerbations of psychosis (post hoc),4,2.16,1.52,3.06,4,1,,Speed of dose reduction (abrupt vs gradual) Show forest plot
4.1.1 Abrupt,11,1660,"Risk Ratio (IV, Random, 95% CI)","2.22 [1.41, 3.51]",Subgroup analysis ‐ global state ‐ number of participants with relapse/exacerbations of psychosis (post hoc),4,2.22,1.41,3.51,4,1,,Abrupt
4.1.2 Gradual,9,821,"Risk Ratio (IV, Random, 95% CI)","2.10 [1.26, 3.49]",Subgroup analysis ‐ global state ‐ number of participants with relapse/exacerbations of psychosis (post hoc),4,2.1,1.26,3.49,4,1,,Gradual
